# CodeBrix.LilyPort — the upstream lily/*.cc ledger.
#
# One row per file in upstream lily/ (LilyPond 2.27.2, the pinned reference), so the
# remaining engine work is COMPUTED rather than remembered. EPG0 built it; every later
# EPG session updates the rows it lands.
#
# Columns:
#   1 file          the upstream lily/<file>.cc
#   2 disposition   ported | group | no-port
#   3 detail        ported  -> the C# file(s) carrying it, ';'-separated, repo-relative
#                   group   -> the EPG group that owes it
#                   no-port -> why it has no analogue in the port
#   4 notes         free text; blank for the ordinary cases
#
# Fences (LedgerTests): every upstream file has exactly one row, every 'ported' target
# exists on disk, every 'group' names a real EPG group, and the row set equals the
# upstream file set exactly.
#
# A 'ported' row means the file's TYPE and ALGORITHMS are carried. It does NOT assert
# that the file's LY_DEFINE surface is complete -- the bindings rule (standing rule 3)
# owes that in the same session, and entry-point closure is measured separately against
# Scheme/entry-points.tsv.
#
# Totals: 448 files = 419 ported + 0 grouped + 29 no-port -- CLOSED by EPG23 on
# 2026-08-12; gate G3 is green at 737/737 entry points implemented-or-N/A. (Historic:
# EPG0 opened at 88/331/29;
# EPG1 left 90/329/29; EPG2 and EPG3's first slice moved twenty rows on 2026-08-05;
# EPG3's finish moved five more the same day: paper-outputter(+scheme),
# function-documentation, lily-version, general-scheme. EPG4 moved twelve. EPG13 moved
# nine on 2026-08-05: text-interface, transform(+scheme), stencil-expression,
# stencil-integral, and the four font *-scheme files. Wave A moved SIXTY-FOUR on
# 2026-08-07 in one parallel session: EPG5's nineteen, EPG6's four, EPG7's ten,
# EPG8's nineteen and EPG9's twelve. EPG22 moved SIXTEEN on 2026-08-07: its own
# fifteen -- which empties the group -- plus dispatcher-scheme.cc, pulled forward from
# EPG23 because \addQuote needs ly:add-listener. break-substitution.cc stays EPG15's:
# EPG22 landed only its Direction half, and the row's note says so.)
#
# EPG19 moved THIRTY on 2026-08-08 -- its whole group, with NO pull-forward of any other
# group's FILES: the five audio-*, the four midi-*, midi-cc-announcer, performance(+scheme),
# performer(+group), score-performer, staff-performer and the fourteen concrete performers.
# One LEAF came forward from music-scheme.cc (ly:transpose-key-alist); that file's
# disposition is unchanged and its note says so.
#
# Read this file through PortLedger rather than counting by eye -- these totals are a
# convenience, and LedgerTests computes the real ones.
#
file	disposition	detail	notes
lily-parser.cc	ported	src/CodeBrix.LilyPort.Parsing/Actions/ParserActionHelpers.PaperStack.cs;src/CodeBrix.LilyPort.Parsing/Actions/ParserActionHelpers.OutputDefConstructors.cs;src/CodeBrix.LilyPort.Parsing/Actions/ParserActionHelpers.cs;src/CodeBrix.LilyPort.Parsing/Session/LilyParserSession.Music.cs;src/CodeBrix.LilyPort.Parsing/Session/LilyParserSession.Parsing.cs;src/CodeBrix.LilyPort.Parsing/Session/LilyParserSession.cs	
lily-random.cc	ported	src/CodeBrix.LilyPort.Engine/Bootstrap/RandomPrimitives.cs	EPG23 (2026-08-12) landed the LY_DEFINE surface; the file is a leaf binding file and IS its surface.
lily-version.cc	ported	src/CodeBrix.LilyPort.Engine/Bootstrap/LilyVersion.cs	
line-interface-scheme.cc	ported	src/CodeBrix.LilyPort.Engine/Bootstrap/ScriptAndDynamicCallbacks.cs	its ONE binding (ly:line-interface::line) PULLED FORWARD from EPG23 by EPG14's demand loop; the file is its LY_DEFINE surface, so it is now whole
line-interface.cc	ported	src/CodeBrix.LilyPort.Engine/Layout/LineInterface.cs	
line-spanner.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/LineSpanner.cs	
listener.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/Dispatcher.cs	the type predicate only; Listener itself rides dispatcher.cc's port
lookup.cc	ported	src/CodeBrix.LilyPort.Engine/Layout/Lookup.cs	
ly-module.cc	no-port	Guile module plumbing — LilyScheme modules replace it	
lyric-combine-music-iterator.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/LyricCombineIterator.cs	
lyric-combine-music.cc	ported	src/CodeBrix.LilyPort.Engine/Bootstrap/LyricCallbacks.cs	
lyric-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/LyricEngravers.cs	
lyric-extender.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/LyricExtender.cs	
lyric-hyphen.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/LyricHyphen.cs	
lyric-performer.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/TextPerformers.cs	one of the 14 concrete performers
main.cc	no-port	the lilypond(1) executable — Lily.Shell and the EPG3 batch runner replace it	
mark-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/MarkEngravers.cs	
mark-performer.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/TextPerformers.cs	one of the 14 concrete performers
mark-tracking-translator.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/MarkEngravers.cs	
measure-grouping-spanner.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/MeasureGrouping.cs	
measure-remainder-iterator.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/MeasureControlIterators.cs	
measure-spanner.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/MeasureSpanner.cs	WHOLE (2026-08-08): print's bracket half wired to Bracket::MakeAxisConstrainedBracket, which EPG17 had already landed with bracket.cc
melody-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/MelodyEngraver.cs	
melody-spanner.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/MelodySpanner.cs	
mensural-ligature-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/MensuralLigatureEngraver.cs	EPG21 (2026-08-09): transform_heads is the group's largest single function; the two min_length out-parameters became return values
mensural-ligature.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/MensuralLigature.cs	EPG21 (2026-08-09): MLP_* codes + brew_flexa + the primitive stencil; upstream's #if 0 ledger-line block is dead and not ported
metronome-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/MarkEngravers.cs	
midi-cc-announcer.cc	ported	src/CodeBrix.LilyPort.Engine/Audio/MidiControlChangeAnnouncer.cs	
midi-cc-performer.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/ControlPerformers.cs	one of the 14 concrete performers
midi-chunk.cc	ported	src/CodeBrix.LilyPort.Engine/Audio/MidiChunk.cs	
midi-item.cc	ported	src/CodeBrix.LilyPort.Engine/Audio/MidiItem.cs	
midi-stream.cc	ported	src/CodeBrix.LilyPort.Engine/Audio/MidiStream.cs	
midi-walker.cc	ported	src/CodeBrix.LilyPort.Engine/Audio/MidiWalker.cs	
minimal-page-breaking.cc	ported	src/CodeBrix.LilyPort.Engine/Layout/PageBreakers.cs	
misc.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/Misc.cs	
modified-font-metric.cc	ported	src/CodeBrix.LilyPort.Engine/Fonts/FontMetric.cs	
module-scheme.cc	ported	src/CodeBrix.LilyPort.Engine/Bootstrap/GeneralPrimitives.cs	EPG23 (2026-08-12) landed the LY_DEFINE surface; the file is a leaf binding file and IS its surface.
moment-scheme.cc	ported	src/CodeBrix.LilyPort.Engine/Bootstrap/MusicPrimitives.cs	
moment.cc	ported	src/CodeBrix.LilyPort.Engine/Music/Moment.cs	
multi-measure-rest-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/MultiMeasureRestEngraver.cs	EPG5 carried make_script_from_event through Objects/Epg5Seams.cs; EPG14 landed script-engraver.cc, so it calls ScriptEngraver.MakeScriptFromEvent and that seam file is DELETED
multi-measure-rest.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/MultiMeasureRest.cs	
music-function-scheme.cc	ported	src/CodeBrix.LilyPort.Engine/Bootstrap/OriginPrimitives.cs	
music-function.cc	ported	src/CodeBrix.LilyPort.Engine/Music/MusicFunction.cs	
music-iterator.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/MusicIterator.cs	
music-output.cc	ported	src/CodeBrix.LilyPort.Engine/Layout/MusicOutput.cs	
music-scheme.cc	ported	src/CodeBrix.LilyPort.Engine/Bootstrap/MusicPrimitives.cs	EPG23 (2026-08-12) landed the LY_DEFINE surface; the file is a leaf binding file and IS its surface.
music-sequence.cc	ported	src/CodeBrix.LilyPort.Engine/Music/MusicObject.cs	
music-wrapper-iterator.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/SequentialIterator.cs	
music-wrapper.cc	ported	src/CodeBrix.LilyPort.Engine/Music/MusicWrapper.cs	
music.cc	ported	src/CodeBrix.LilyPort.Engine/Music/MusicObject.cs;src/CodeBrix.LilyPort.Parsing/Session/LilyParserSession.Music.cs	
nested-property.cc	ported	src/CodeBrix.LilyPort.Engine/Bootstrap/GrobPrimitives.cs;src/CodeBrix.LilyPort.Engine/Objects/NestedProperty.cs	
new-fingering-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/FingeringEngravers.cs	
non-musical-script-column-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/ScriptEngravers.cs	
note-collision.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/NoteCollision.cs	EPG5 carried the Stem statics and Side_position_interface::add_support through Objects/Epg5Seams.cs; Wave A re-pointed them at the canonical classes and EPG14 DELETED that seam file
note-column-scheme.cc	ported	src/CodeBrix.LilyPort.Engine/Bootstrap/ColumnAndRestCallbacks.cs	
note-column.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/NoteColumn.cs	EPG5 carried the Stem statics through Objects/Epg5Seams.cs; Wave A re-pointed them and EPG14 DELETED that seam file. dot_column renamed GetDotColumn (NAMING)
note-head-line-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/NoteHeadLineEngraver.cs	
note-head-scheme.cc	ported	src/CodeBrix.LilyPort.Engine/Bootstrap/ScriptAndDynamicCallbacks.cs	its ONE binding (ly:note-head::stem-attachment) PULLED FORWARD from EPG23 by EPG14: \markup \note reaches it while building its stencil
note-head.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/NoteHead.cs	
note-heads-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/FirstEngravers.cs	
note-name-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/NoteNameEngraver.cs	
note-performer.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/NotePerformers.cs	one of the 14 concrete performers
note-spacing-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/SpacingEngravers.cs	
note-spacing.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/NoteSpacing.cs	WHOLE as of STAFF-LINES (2026-08-11): stem_dir_correction's stem loop and knee_correction landed; the old note was stale, its callees having landed 2026-08-07
one-line-auto-height-breaking.cc	ported	src/CodeBrix.LilyPort.Engine/Layout/PageBreakers.cs	
one-line-page-breaking.cc	ported	src/CodeBrix.LilyPort.Engine/Layout/PageBreakers.cs	
one-page-breaking.cc	ported	src/CodeBrix.LilyPort.Engine/Layout/PageBreakers.cs	
open-type-font-scheme.cc	ported	src/CodeBrix.LilyPort.Engine/Bootstrap/FontPrimitives.cs	EPG13 (2026-08-05): glyph info/count/list and table data implemented; the 5 PostScript-embedding entry points filed as D25 candidates (ps-backend) and THROW
open-type-font.cc	ported	src/CodeBrix.LilyPort.Engine/Fonts/OpenTypeFont.cs	
optimal-page-breaking.cc	ported	src/CodeBrix.LilyPort.Engine/Layout/PageBreakers.cs	
otf-scheme.cc	ported	src/CodeBrix.LilyPort.Engine/Bootstrap/FontPrimitives.cs	EPG13 (2026-08-05): ly:otf->cff filed as a D25 candidate (ps-backend) — the SVG backend embeds no font data
ottava-bracket.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/OttavaBracket.cs	
ottava-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/TextEngravers.cs	
output-def-scheme.cc	ported	src/CodeBrix.LilyPort.Engine/Bootstrap/OutputPrimitives.cs	Completed 2026-08-05: ly:paper-get-font and ly:paper-fonts landed last (music branches real; text branches answer #f with a warning until EPG13's TextLayout bridge)
output-def.cc	ported	src/CodeBrix.LilyPort.Engine/Layout/OutputDef.cs;src/CodeBrix.LilyPort.Parsing/Actions/ParserActionHelpers.OutputDefConstructors.cs	normalize() added by EPG4 (2026-08-05); it is the only source of line-width
overlay-string-port.cc	no-port	Guile string-port overlay — LilyScheme ports replace it	
page-breaking-scheme.cc	ported	src/CodeBrix.LilyPort.Engine/Bootstrap/PageBreakingCallbacks.cs	all six breaking strategies
page-breaking.cc	ported	src/CodeBrix.LilyPort.Engine/Layout/PageBreaking.cs	System_spec and Break_position are classes here; VPOS is NoPosition (-1) and every ordering test against it is spelled out explicitly, because -1 sorts BELOW every real index where VPOS sorts above
page-layout-problem-scheme.cc	ported	src/CodeBrix.LilyPort.Engine/Bootstrap/PageBreakingCallbacks.cs	
page-layout-problem.cc	ported	src/CodeBrix.LilyPort.Engine/Layout/PageLayoutProblem.cs	the spacing-spec readers stay in Layout/PageLayoutSpacing.cs where EPG7 pulled them forward; they are NOT duplicated
page-marker-scheme.cc	ported	src/CodeBrix.LilyPort.Engine/Bootstrap/OutputPrimitives.cs	
page-marker.cc	ported	src/CodeBrix.LilyPort.Engine/Layout/PageMarker.cs	
page-spacing-result.cc	ported	src/CodeBrix.LilyPort.Engine/Layout/PageSpacingResult.cs	
page-spacing.cc	ported	src/CodeBrix.LilyPort.Engine/Layout/PageSpacing.cs	Page_spacer.CalcSubproblem: upstream tests `page > 0` and relies on VPOS being the LARGEST unsigned value, so the unconstrained case passes; against NoPosition (-1) that test INVERTS and the solver answers one page for any book. Spelled out explicitly
page-turn-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/PageTurnEngraver.cs	
page-turn-page-breaking.cc	ported	src/CodeBrix.LilyPort.Engine/Layout/PageTurnPageBreaking.cs	print_break_node is not ported: it exists only behind -ddebug-page-breaking-scoring
pango-font-scheme.cc	no-port	Pango bindings — replaced by the TextLayout bridge (EPG13)	
pango-font.cc	no-port	Pango shaping — replaced by the CodeBrix.Platform TextLayout bridge (EPG13)	
pango-select.cc	no-port	Pango face selection — replaced by the port font layer	
paper-book-scheme.cc	ported	src/CodeBrix.LilyPort.Engine/Bootstrap/PageBreakingCallbacks.cs	
paper-book.cc	ported	src/CodeBrix.LilyPort.Engine/Layout/PaperBook.cs	PAGE ASSEMBLY is ported in full. The OUTPUT half -- output, classic_output, output_stencil(s), dump_header_fields -- is NOT: those dispatch into lily framework-<backend> modules over the -dclip-systems/-dpreview/-dcrop/-daux-files program options, which D14 replaced with Lily.Shell and D19 replaced for PS/Cairo. See PORT-COVERAGE	
paper-column-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/PaperColumnEngraver.cs	STAFF-LINES (2026-08-11) restored the three specific acknowledgers (staff_spacing, note_spacing, break_alignment) this row had silently lacked
paper-column.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/PaperColumn.cs	EPG16 close-out II (2026-08-11) restored break_align_width's ELSE branch, which was ABSENT: the loop matched only the literal `break-alignment' symbol and never called Break_alignment_interface::find_nonempty_break_align_group, so a StaffSymbol asking with (staff-bar break-alignment) never consulted staff-bar. The callee had been ported by EPG15 and nothing re-checked this caller. Row disposition UNCHANGED -- the file was and is ported
paper-def.cc	ported	src/CodeBrix.LilyPort.Engine/Fonts/FontInterface.cs	
paper-outputter-scheme.cc	ported	src/CodeBrix.LilyPort.Engine/Bootstrap/OutputPrimitives.cs	
paper-outputter.cc	ported	src/CodeBrix.LilyPort.Engine/Layout/PaperOutputter.cs	
paper-score-scheme.cc	ported	src/CodeBrix.LilyPort.Engine/Bootstrap/OutputPrimitives.cs	ly:paper-score-paper-systems answers one prob per LINE as of EPG15 (2026-08-08)
paper-score.cc	ported	src/CodeBrix.LilyPort.Engine/Layout/PaperScore.cs	
paper-system-scheme.cc	ported	src/CodeBrix.LilyPort.Engine/Bootstrap/OutputPrimitives.cs	
paper-system.cc	ported	src/CodeBrix.LilyPort.Engine/Layout/PaperSystem.cs	
parenthesis-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/AnnotationEngravers.cs	
parse-scm.cc	ported	src/CodeBrix.LilyPort.Parsing/Session/LilyParserSession.Lexing.cs;src/CodeBrix.LilyPort.Parsing/Session/LilyParserSession.cs	completed 2026-08-04: reader, both scm_c_catch handlers, the #@/$@ multiple-values prefix, the closures lookup and eval_scm's extra-token protocol. Two deliberate divergences in Parsing/PORT-COVERAGE: no -dcompile-scheme-code path (LilyScheme has no byte-compiler, and upstream's own default is eval) and no scm_display_backtrace
part-combine-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/PartCombine.cs	
part-combine-iterator.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/PartCombine.cs	
percent-repeat-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/PercentRepeatEngravers.cs	EPG17 (2026-08-07)
percent-repeat-interface.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/PercentRepeatInterface.cs	EPG17 (2026-08-07): 3 stencil callbacks
percent-repeat-iterator.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/PercentRepeatIterator.cs	EPG17 (2026-08-07)
performance-scheme.cc	ported	src/CodeBrix.LilyPort.Engine/Bootstrap/OutputPrimitives.cs	
performance.cc	ported	src/CodeBrix.LilyPort.Engine/Layout/Performance.cs	
performer-group.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/Performer.cs	
performer.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/Performer.cs	
phrasing-slur-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/SlurEngravers.cs	a five-method subclass of Slur_engraver; shares its file
piano-pedal-align-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/PianoPedalEngravers.cs	
piano-pedal-bracket.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/PianoPedal.cs	
piano-pedal-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/PianoPedalEngravers.cs	
piano-pedal-performer.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/ControlPerformers.cs	one of the 14 concrete performers
pitch-interval.cc	ported	src/CodeBrix.LilyPort.Engine/Music/PitchInterval.cs	
pitch-scheme.cc	ported	src/CodeBrix.LilyPort.Engine/Bootstrap/MusicPrimitives.cs	last stubbed binding ly:set-middle-C! PULLED FORWARD from EPG23 by the fine-vertical-geometry session 2026-08-12 -- the stub made every \clef change a note-placement no-op (middleCPosition never left the treble context default), which is what forced bend-spanner-simple and ssaattbb-men-women-and-descant onto two pages
pitch-squash-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/PitchSquashEngraver.cs	
pitch.cc	ported	src/CodeBrix.LilyPort.Engine/Music/Pitch.cs	
pitched-trill-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/PitchedTrillEngraver.cs	
point-and-click.cc	ported	src/CodeBrix.LilyPort.Engine/Origins/PointAndClick.cs	D18: ported, with upstream's default-on textedit:// anchors
pointer-group-interface-scheme.cc	ported	src/CodeBrix.LilyPort.Engine/Bootstrap/GrobPrimitives.cs;src/CodeBrix.LilyPort.Engine/Objects/GrobArray.cs	EPG23 (2026-08-12) landed the LY_DEFINE surface; the file is a leaf binding file and IS its surface.
pointer-group-interface.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/GrobArray.cs	
premeasure-iterator.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/MeasureControlIterators.cs	
prob-scheme.cc	ported	src/CodeBrix.LilyPort.Engine/Bootstrap/ProbPrimitives.cs	
prob.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/Prob.cs	
profile.cc	no-port	property-lookup profiling counters — not on the parity path	
program-option-scheme.cc	ported	src/CodeBrix.LilyPort.Engine/Bootstrap/GeneralPrimitives.cs;src/CodeBrix.LilyPort.Engine/Bootstrap/ProgramOptions.cs	EPG23 (2026-08-12) landed the LY_DEFINE surface; the file is a leaf binding file and IS its surface.
program-option.cc	ported	src/CodeBrix.LilyPort.Engine/Bootstrap/ProgramOptions.cs	
property-iterator.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/PropertyIterators.cs	
protected-scm.cc	no-port	GC protection — the .NET GC replaces it	
protection-pool.cc	no-port	GC protection — the .NET GC replaces it	
pure-from-neighbor-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/PureFromNeighborEngraver.cs	
pure-from-neighbor-interface.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/PureFromNeighborInterface.cs	
quote-iterator.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/QuoteIterator.cs	
relative-octave-check.cc	ported	src/CodeBrix.LilyPort.Engine/Music/RelativeOctaveMusic.cs	EPG9: merged with relative-octave-music.cc into one file
relative-octave-music.cc	ported	src/CodeBrix.LilyPort.Engine/Music/RelativeOctaveMusic.cs	EPG9: merged with relative-octave-check.cc into one file
relocate.cc	no-port	install-tree relocation — N/A to a NuGet library	
repeat-acknowledge-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/PercentRepeatEngravers.cs	EPG17 (2026-08-07)
repeat-styler.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/RepeatStyler.cs	EPG17 (2026-08-07): abstract base + null/segno/volta, the group unblocker
repeat-tie-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/LaissezVibrerEngravers.cs	a three-method subclass of Laissez_vibrer_engraver; shares its file rather than sitting in a 30-line one beside its base
rest-collision-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/RestEngravers.cs	busyGrobs is written by Grob_pq_engraver (EPG10); until then the queue answers empty and no RestCollision is made, upstream's own empty-queue path
rest-collision.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/RestCollision.cs	EPG5 (2026-08-07): the Y-offset chain goes through the vendored grob::compose-function with ly:unpure-call/ly:pure-call pulled forward from unpure-pure-container.cc (EPG15)
rest-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/RestEngravers.cs	upstream's dot_ member is dead code and not carried
rest.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/Rest.cs	
rhythmic-column-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/ColumnEngravers.cs	
rhythmic-head.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/RhythmicHead.cs	after_line_breaking is declared in the header but defined nowhere upstream -- dead declaration, not carried
rhythmic-music-iterator.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/SequentialIterator.cs	
rod.cc	ported	src/CodeBrix.LilyPort.Engine/Layout/Rod.cs	
scale.cc	ported	src/CodeBrix.LilyPort.Engine/Music/Scale.cs	
scheme-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/SchemeEngraver.cs	
scm-hash.cc	no-port	Guile hash-table wrapper — .NET dictionaries replace it	
score-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/ScoreEngraver.cs	
score-performer.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/ScorePerformer.cs	
score-scheme.cc	ported	src/CodeBrix.LilyPort.Engine/Bootstrap/OutputPrimitives.cs	
score.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/Score.cs	
script-column-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/ScriptEngravers.cs	
script-column.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/ScriptInterface.cs	shares script-interface.cc's file, as upstream's Script_column reaches into Script_interface
script-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/ScriptEngravers.cs	
script-interface.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/ScriptInterface.cs	
script-row-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/ScriptEngravers.cs	
self-alignment-interface.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/SelfAlignmentInterface.cs	carries Paper_column::get_interface_extent beside its only caller
semi-tie-column.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/SemiTieColumn.cs	
semi-tie.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/SemiTie.cs	
separating-line-group-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/SpacingEngravers.cs	
separation-item.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/SeparationItem.cs	COMPLETED by EPG4: calc_skylines, boxes, set_distance, is_empty, conditional_skyline and add_conditional_item all landed; the conditional-accidental filter waits on EPG9
sequential-iterator.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/SequentialIterator.cs	
side-position-interface.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/SidePositionInterface.cs	pure lookups take the unpure answers until EPG15; carries Grob::get_vertical_axis_group and directed_round
simple-music-iterator.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/MusicIterator.cs	carried by music-iterator.cc's port, which holds the whole iterator base family
simple-spacer-scheme.cc	ported	src/CodeBrix.LilyPort.Engine/Bootstrap/SpacingPrimitives.cs	EPG23 (2026-08-12) landed the LY_DEFINE surface; the file is a leaf binding file and IS its surface.
simple-spacer.cc	ported	src/CodeBrix.LilyPort.Engine/Layout/LineSpacing.cs;src/CodeBrix.LilyPort.Engine/Layout/SimpleSpacer.cs	
simultaneous-music-iterator.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/SequentialIterator.cs	
skyline-pair.cc	ported	src/CodeBrix.LilyPort.Engine/Layout/SkylinePair.cs	
skyline-scheme.cc	ported	src/CodeBrix.LilyPort.Engine/Bootstrap/ScriptAndDynamicCallbacks.cs	all 11 bindings PULLED FORWARD from EPG23 by EPG14's demand loop -- taken whole because fixing one moved the failure to the next
skyline.cc	ported	src/CodeBrix.LilyPort.Engine/Layout/Skyline.cs	
slash-repeat-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/PercentRepeatEngravers.cs	EPG17 (2026-08-07)
slur-configuration.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/SlurConfiguration.cs	SCORER - translated literally; avoid_staff_line and fit_factor take Bezier BY VALUE upstream and Copy() it here; score_slopes adds the max-slope term twice, as upstream does
slur-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/SlurEngravers.cs	the fingering acknowledger is registered because upstream registers it; NOTHING declares fingering-interface, so it is dead upstream and dead here
slur-performer.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/MelismaPerformers.cs	one of the 14 concrete performers
slur-score-parameters.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/SlurScoreParameters.cs	a missing detail defaults to ZERO here, not to a per-name value - upstream get_detail is a bare from_scm<double> (.., 0.0)
slur-scoring.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/SlurScoring.cs	SCORER - translated literally; carries Slur::calc_control_points, as upstream does
slur.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/Slur.cs	Slur is a PARTIAL static class - calc_control_points is defined in slur-scoring.cc upstream and in SlurScoring.cs here; slur.hh DECLARES vertical_skylines and nothing anywhere defines it, so it is not an entry point
smobs.cc	no-port	smob/GC plumbing — the .NET GC replaces it	
source-file.cc	ported	src/CodeBrix.LilyPort.Engine/Origins/SourceFile.cs	
sources.cc	ported	src/CodeBrix.LilyPort.Engine/Origins/Sources.cs	
spaceable-grob.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/SpaceableGrob.cs	
spacing-basic.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/SpacingBasic.cs	partial class SpacingSpanner; note_spacing renamed NoteSpacingSpring (NAMING, PORT-COVERAGE)
spacing-determine-loose-columns.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/SpacingDetermineLooseColumns.cs	partial class SpacingSpanner; the do-not-float-a-bar-line guard needs EPG8 break alignment
spacing-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/SpacingEngravers.cs	
spacing-interface.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/SpacingInterface.cs	
